	observed_species	shannon	singles
Ga0105384	2.0	0.918295834054	1.0
Ga0138401	2.0	0.721928094887	1.0
JGI12709J13192	6.0	2.58496250072	6.0
Ga0073908	21.0	4.39231742278	21.0
Ga0116152	50.0	5.38282730057	39.0
JGI20133J14441	9.0	3.12192809489	8.0
Ga0080006	14.0	3.80735492206	14.0
JGI12634J13548	2.0	1.0	2.0
Ga0058882	13.0	3.57781953111	11.0
2209528293	1.0	-0.0	1.0
Ga0081244	10.0	3.32192809489	10.0
JGI20215J15232	18.0	4.07065611315	16.0
WSSedA1BaDRAFT	26.0	4.625	20.0
Ga0102924	12.0	3.41938194565	8.0
Ga0126344	8.0	2.80735492206	4.0
SRS014578	6.0	2.50325833478	3.0
C2436754	1.0	-0.0	1.0
C2146747	1.0	-0.0	1.0
SRS023964	6.0	2.40563906223	5.0
C3487948	1.0	-0.0	1.0
SRS015803	8.0	2.84535093662	6.0
Ga0157552	2.0	1.0	2.0
Ga0157531	4.0	1.79248125036	3.0
Ga0157549	3.0	1.5	2.0
Ga0157544	2.0	1.0	2.0
Ga0102689	3.0	1.58496250072	3.0
Ga0180048	1.0	-0.0	1.0
Ga0157536	2.0	1.0	2.0
BBAY36	8.0	2.94770277922	7.0
JGI20130J15133	13.0	3.54643934467	8.0
Ga0080004	19.0	4.02314585374	15.0
JzSedJan11	12.0	3.58496250072	12.0
JGI20236J16297	1.0	-0.0	1.0
Ga0066826	67.0	5.47913887927	47.0
Ga0066828	86.0	6.11176937884	69.0
AP72	33.0	4.84992043724	24.0
Ga0116151	39.0	4.85377739943	30.0
Ga0136589	8.0	2.92192809489	6.0
Ga0137461	7.0	2.80735492206	7.0
Ga0126319	9.0	3.16992500144	9.0
C687J26657	44.0	5.25816050238	39.0
Ga0102886	62.0	5.70616225954	50.0
Ga0102906	46.0	5.22984053673	36.0
BB	8.0	3.0	8.0
PCEOTH	20.0	4.29707932754	19.0
Ga0126348	16.0	3.58107601191	11.0
Ga0160431	9.0	2.95021206491	6.0
Ga0160441	7.0	2.64643934467	5.0
DPOFG	4.0	1.84237099318	2.0
Ga0180008	17.0	3.87314067951	12.0
Ga0160452	5.0	2.05881389033	3.0
Ga0126355	8.0	2.73215889136	7.0
Ga0160453	7.0	2.64643934467	5.0
Ga0075116	18.0	4.14266435555	17.0
Ga0075271	39.0	5.23148676797	37.0
Ga0066636	37.0	5.03584192623	29.0
Ga0058700	12.0	3.13935387217	9.0
SR1	32.0	4.98378805875	31.0
JGI26259J51720	8.0	2.85538854221	5.0
Ga0100387	18.0	4.0535088548	13.0
Ga0157616	3.0	1.5	2.0
Ga0157604	4.0	2.0	4.0
Ga0066418	7.0	2.725480557	5.0
Ga0066426	4.0	2.0	4.0
Ga0066420	9.0	3.02716911844	8.0
Ga0066417	7.0	2.75	6.0
C6117643	1.0	-0.0	1.0
C2320450	1.0	-0.0	1.0
ADL36m2	6.0	2.58496250072	6.0
JGI24228J36427	1.0	-0.0	1.0
JGI24230J36428	2.0	1.0	2.0
Ga0164296	24.0	4.36360850073	20.0
JGI24701J34945	12.0	3.13935387217	9.0
JGI24696J40584	8.0	2.94770277922	7.0
JGI24651J20071	6.0	2.58496250072	6.0
Ga0126345	7.0	2.75	6.0
GOS2241	1.0	-0.0	1.0
JGI25326J35508	22.0	4.41829583405	20.0
JGI25327J35509	25.0	4.62351664122	24.0
Ga0075488	7.0	2.80735492206	7.0
JGI24815J26687	34.0	4.46643815288	27.0
Ga0082019	30.0	4.62767184824	26.0
Ga0066858	54.0	5.38386919394	38.0
JGI24816J26688	36.0	4.58326452175	22.0
Ga0066853	78.0	5.69467752569	60.0
Deep	47.0	5.38367452954	40.0
Ga0066833	38.0	5.05366068969	32.0
C687J26622	11.0	3.45943161864	11.0
Ga0164310	14.0	3.47717523344	11.0
Ga0075022	4.0	2.0	4.0
JGI25924J51412	9.0	3.12192809489	8.0
SR2	30.0	4.86257593754	27.0
Ga0065696	25.0	3.63881320698	15.0
DPOLB	13.0	3.70043971814	13.0
Ga0114900	20.0	4.25162916739	16.0
BLZ4	3.0	1.58496250072	3.0
BLZD	3.0	1.58496250072	3.0
Ga0102869	46.0	5.44418789168	34.0
Ga0102862	28.0	4.75	24.0
Ga0102896	49.0	5.40576458466	34.0
Ga0102864	35.0	5.00766010354	29.0
Ga0102861	30.0	4.84356873123	25.0
OSBM58	4.0	1.92192809489	3.0
Ga0073923	26.0	4.53667025566	22.0
Ga0075463	35.0	5.0900327766	32.0
GBAN	20.0	4.29707932754	19.0
Ga0075122	20.0	4.25162916739	16.0
Ga0100385	27.0	4.59342908831	22.0
Ga0100377	13.0	3.53688672374	9.0
Ga0105068	12.0	3.375	10.0
Ga0137462	8.0	3.0	8.0
SA3	48.0	5.53207649695	45.0
2209719694	1.0	-0.0	1.0
Ga0079065	28.0	4.78901547789	27.0
Ga0079102	10.0	3.27761343682	9.0
Ga0079082	9.0	3.16992500144	9.0
Ga0079087	9.0	3.12192809489	8.0
Ga0079070	13.0	3.625	10.0
GOS2242	18.0	4.12192809489	16.0
Ga0180072	5.0	2.15563906223	3.0
Ga0105102	16.0	3.89240711859	14.0
Ga0172369	10.0	3.25162916739	8.0
Ga0172368	11.0	3.02763274055	7.0
Ga0172370	8.0	2.92192809489	6.0
Ga0180081	6.0	2.5	4.0
Ga0066423	6.0	2.52164063634	5.0
JGI12097J13213	10.0	3.25162916739	8.0
Ga0075468	33.0	4.64137866397	23.0
JGI24124J20360	6.0	2.52164063634	5.0
JGI24111J20145	8.0	2.91397707318	5.0
Ga0066846	50.0	4.48083875158	37.0
Ga0066848	42.0	5.03657018373	30.0
JGI12026J13078	13.0	3.43141345698	8.0
JGI12026J15752	13.0	3.43141345698	8.0
LPjun08P122000mDRAFT	10.0	3.25162916739	8.0
JGI11785J13272	10.0	3.08505510276	9.0
Ga0066857	63.0	4.67173962774	45.0
LPaug08P261000mDRAFT	15.0	3.27966468398	9.0
LPaug08P121000mDRAFT	17.0	3.41528022183	11.0
Ga0075496	11.0	3.41829583405	10.0
JGI12531J12852	39.0	5.13301798895	31.0
Ga0075275	40.0	5.28672987098	37.0
Ga0105078	6.0	2.40563906223	5.0
WSSedL2T	12.0	3.58496250072	12.0
WSSedL2TaDRAFT	12.0	3.58496250072	12.0
Ga0075526	9.0	3.12192809489	8.0
Ga0075300	38.0	5.24792751344	38.0
Ga0180069	7.0	2.80735492206	7.0
Ga0105076	14.0	3.69011651759	12.0
Ga0105056	10.0	3.18083298721	8.0
Ga0137463	13.0	3.64022392894	11.0
Ga0137466	5.0	2.32192809489	5.0
Ga0157285	37.0	4.98817094026	26.0
Ga0105087	12.0	3.54659356429	11.0
Ga0180079	4.0	2.0	4.0
Ga0137453	6.0	2.58496250072	6.0
Ga0065720	21.0	4.20896608269	17.0
Ga0105059	5.0	2.32192809489	5.0
Ga0080064	33.0	5.04439411936	33.0
Ga0180089	5.0	2.32192809489	5.0
Ga0157283	43.0	5.23458029576	25.0
2210041651	1.0	-0.0	1.0
Ga0137448	7.0	2.75	6.0
Ga0137456	7.0	2.75	6.0
Ga0102952	21.0	4.20896608269	17.0
Ga0172364	18.0	4.16992500144	18.0
Ga0172363	19.0	4.22192809489	18.0
Ga0138387	1.0	-0.0	1.0
Ga0163108	37.0	4.85942673718	28.0
Ga0008838	5.0	2.19715972342	2.0
Ga0008834	7.0	2.80735492206	7.0
Ga0008833	7.0	2.725480557	5.0
Ga0008837	5.0	2.15563906223	3.0
Ga0076929	5.0	2.32192809489	5.0
JGI12479J12853	4.0	1.92192809489	3.0
Ga0074604	2.0	0.297472248919	1.0
Ga0137464	6.0	2.40563906223	5.0
JGI12638J13249	1.0	-0.0	1.0
Ga0105088	11.0	3.41829583405	10.0
LPfeb10P161000mDRAFT	21.0	3.34440941151	13.0
JGI24186J35511	5.0	2.23592635063	3.0
Ga0068705	17.0	3.89629152905	10.0
Ga0073930	40.0	5.17366068969	34.0
JGI24188J35168	28.0	4.71848843747	24.0
JGI24185J35167	14.0	3.73452166478	11.0
Ga0068706	9.0	3.16992500144	9.0
Ga0081428	2.0	1.0	2.0
Ga0116134	9.0	3.16992500144	9.0
Ga0074045	17.0	3.77094242175	12.0
Ga0181521	14.0	3.80735492206	14.0
JGI20190J14840	11.0	3.25	8.0
Ga0102889	64.0	5.80743590646	50.0
JGI24741J21665	19.0	4.05366068969	16.0
Ga0082015	15.0	3.725480557	14.0
Ga0066831	26.0	4.59727631626	20.0
Ga0066842	24.0	4.26052953247	19.0
SRS022725	9.0	3.02698683336	6.0
Ga0129324	31.0	4.65724029274	22.0
Ga0137442	7.0	2.80735492206	7.0
JGI997J19993	14.0	3.73452166478	11.0
Ga0068875	7.0	2.80735492206	7.0
YNPsite06	5.0	2.32192809489	5.0
Ga0114982	38.0	5.03656563024	32.0
Ga0136264	8.0	2.73215889136	7.0
Ga0136896	8.0	2.73215889136	7.0
Ga0136899	11.0	3.24022392894	9.0
Ga0136900	11.0	3.24022392894	9.0
Ga0102750	7.0	2.64643934467	5.0
Ga0136263	7.0	2.64643934467	5.0
Ga0136897	9.0	3.095795255	7.0
Ga0136898	9.0	3.095795255	7.0
Ga0116162	19.0	4.22192809489	18.0
Ga0049072	11.0	3.32486295762	9.0
Ga0070421	2.0	1.0	2.0
JGI1358J11329	18.0	4.14266435555	17.0
JGI24020J35080	24.0	4.4871228054	20.0
Ga0081606	8.0	2.94770277922	7.0
G312J29652	5.0	2.32192809489	5.0
JGI24668J20090	7.0	2.80735492206	7.0
JGI24671J20093	3.0	1.58496250072	3.0
JGI24669J20092	7.0	2.80735492206	7.0
JGI24670J26820	7.0	2.80735492206	7.0
JGI25716J29047	7.0	2.80735492206	7.0
Ga0075493	17.0	3.88204510814	14.0
Ga0180083	4.0	2.0	4.0
C687J13239	2.0	1.0	2.0
IMNBGM34	21.0	4.3035088548	19.0
JGI24121J20154	17.0	3.91486630388	13.0
JGI12290J12831	3.0	1.58496250072	3.0
JGI12532J12843	6.0	2.52164063634	5.0
SRS063932	9.0	3.02205520887	7.0
C5119994	1.0	-0.0	1.0
C2803650	1.0	-0.0	1.0
C4047230	1.0	-0.0	1.0
C5078152	1.0	-0.0	1.0
C2877848	1.0	-0.0	1.0
C3417382	1.0	-0.0	1.0
C844918	1.0	-0.0	1.0
C1182792	1.0	-0.0	1.0
GOS2230	6.0	2.58496250072	6.0
Ga0079049	4.0	2.0	4.0
JGI24523J20078	9.0	3.16992500144	9.0
Ga0116153	7.0	2.75	6.0
GPICC	33.0	5.02863931184	32.0
Ga0116176	37.0	5.01997467825	31.0
Ga0072334	49.0	5.56970231698	44.0
Ga0102903	49.0	5.46594593308	30.0
LBLPr	9.0	3.12192809489	8.0
Ga0116135	16.0	3.84922391239	11.0
Ga0157630	3.0	1.58496250072	3.0
Ga0157612	1.0	-0.0	1.0
Ga0102895	34.0	5.02899196245	29.0
Ga0102897	52.0	5.54756560539	38.0
Ga0066625	16.0	3.96981578243	15.0
Ga0071103	12.0	3.45656476213	10.0
Ga0070412	13.0	3.70043971814	13.0
Ga0099897	2.0	1.0	2.0
Ga0099774	1.0	-0.0	1.0
Ga0099779	4.0	2.0	4.0
Ga0116146	12.0	3.54659356429	11.0
Ga0099781	1.0	-0.0	1.0
Ga0099765	3.0	1.58496250072	3.0
Ga0099770	1.0	-0.0	1.0
Ga0099786	1.0	-0.0	1.0
Ga0099775	2.0	1.0	2.0
Ga0099769	2.0	1.0	2.0
Ga0116180	19.0	3.36858782026	13.0
Ga0116147	15.0	3.90689059561	15.0
Ga0116189	9.0	3.12192809489	8.0
Ga0116185	13.0	3.32636040795	11.0
Ga0116161	15.0	3.74899480353	11.0
Ga0116169	13.0	3.38626614253	9.0
Ga0116141	19.0	4.03558204797	13.0
Ga0099767	3.0	1.58496250072	3.0
2227417937	1.0	-0.0	1.0
Ga0102950	13.0	3.6644977792	12.0
JGI20186J14852	6.0	2.58496250072	6.0
Ga0116129	9.0	3.12192809489	8.0
Ga0058906	3.0	1.58496250072	3.0
Ga0031661	3.0	1.58496250072	3.0
Ga0114946	7.0	2.72192809489	4.0
GBSCECS85c	8.0	2.85538854221	5.0
Ga0065719	7.0	2.62581458369	4.0
JGI24139J26690	9.0	3.12192809489	8.0
Ga0079050	4.0	2.0	4.0
GOS2235	8.0	2.94770277922	7.0
Ga0116211	31.0	4.78414285817	25.0
2209436654	1.0	-0.0	1.0
Ga0005516	1.0	-0.0	1.0
Ga0138349	2.0	1.0	2.0
Ga0180009	7.0	2.80735492206	7.0
Ga0114916	24.0	3.9578525391	20.0
Ga0180093	10.0	3.18872187554	9.0
Ga0099772	4.0	1.92192809489	3.0
JGI24730J26740	10.0	3.32192809489	10.0
Ga0074199	9.0	3.12192809489	8.0
Ga0172365	17.0	4.05881389033	16.0
Ga0102873	48.0	5.40625	38.0
Ga0102877	42.0	5.27227313148	35.0
Ga0102868	28.0	4.76064792329	25.0
Ga0102892	22.0	4.40385618977	19.0
Ga0102900	29.0	4.70194356496	22.0
Ga0102893	62.0	5.85578971881	48.0
Ga0102880	37.0	5.09517552146	28.0
Ga0102876	41.0	5.26875843973	33.0
Ga0129326	12.0	3.54659356429	11.0
Ga0102867	38.0	5.15239127763	34.0
Ga0102909	35.0	4.91910913193	25.0
Ga0102819	32.0	4.91878073044	28.0
Ga0102821	42.0	5.27509026588	33.0
Ga0102898	31.0	4.8851290413	25.0
Ga0129323	1.0	-0.0	1.0
Ga0102908	18.0	4.08877934736	13.0
Ga0075491	17.0	3.93027037229	10.0
Ga0129325	14.0	3.68418371978	9.0
Ga0102894	44.0	5.31470901229	34.0
INDIC	12.0	3.58496250072	12.0
JGI20173J14856	5.0	2.32192809489	5.0
TuiMalila	14.0	3.37545882751	11.0
KiloMoana	33.0	4.62309759507	22.0
TahiMoana	28.0	4.45845382923	24.0
Abe	24.0	4.32923993182	17.0
BBAY34	17.0	4.05881389033	16.0
Ga0079232	30.0	4.79465347354	26.0
Ga0031664	5.0	2.25162916739	4.0
BBAY35	5.0	2.32192809489	5.0
Mariner	22.0	4.24015686041	14.0
Ga0068972	2.0	1.0	2.0
Ga0064346	7.0	2.75	6.0
Ga0102856	17.0	3.81206073968	15.0
Ga0102914	21.0	4.34964891258	19.0
Ga0102828	20.0	4.16229490957	15.0
Ga0102912	17.0	4.03740119765	15.0
JGI25908J49247	14.0	3.55119117447	9.0
Ga0066627	15.0	3.90689059561	15.0
JGI24649J20148	8.0	3.0	8.0
2209817732	1.0	-0.0	1.0
Ga0160504	15.0	3.72192809489	12.0
Ga0100389	14.0	3.725480557	10.0
Ga0100394	19.0	4.05602096806	15.0
Ga0100402	28.0	4.7077148026	22.0
Ga0100378	27.0	4.5509526095	21.0
Ga0100383	16.0	3.88017992268	12.0
Ga0100380	28.0	4.68614658825	23.0
Ga0100379	25.0	4.47919525729	17.0
Ga0100396	8.0	2.61749246118	7.0
Ga0100390	23.0	4.45366068969	22.0
Ga0100381	30.0	4.76579548793	24.0
Ga0100388	19.0	4.13684218813	15.0
Ga0100395	15.0	3.875	14.0
Ga0051980	53.0	5.62086464834	45.0
Ga0100384	21.0	4.31582433353	16.0
Ga0100397	8.0	2.94770277922	7.0
BMHB3a	11.0	3.3232314288	8.0
BMHB3	9.0	3.02205520887	7.0
JGI26336J50218	2.0	1.0	2.0
JGI20207J14881	25.0	4.5183971167	21.0
JGI25329J36429	1.0	-0.0	1.0
2209951076	1.0	-0.0	1.0
Ga0105075	5.0	2.32192809489	5.0
Ga0172366	22.0	4.43660543432	21.0
Ga0073910	9.0	3.16992500144	9.0
C3697817	1.0	-0.0	1.0
C3940085	1.0	-0.0	1.0
SRS047634	10.0	3.08505510276	9.0
SRS018157	8.0	2.84535093662	6.0
C3396331	1.0	-0.0	1.0
C3337751	1.0	-0.0	1.0
C4312875	1.0	-0.0	1.0
C2669120	1.0	-0.0	1.0
SRS017227	8.0	2.91397707318	5.0
C4406277	1.0	-0.0	1.0
SRS052876	6.0	2.52164063634	5.0
SRS018665	6.0	2.58496250072	6.0
SRS023938	4.0	1.84237099318	2.0
SRS024561	6.0	2.58496250072	6.0
C5368046	1.0	-0.0	1.0
C3384838	1.0	-0.0	1.0
C2083161	1.0	-0.0	1.0
SRS049318	11.0	3.39274741045	9.0
C2832510	1.0	-0.0	1.0
C2407539	1.0	-0.0	1.0
SRS023358	1.0	-0.0	1.0
SRS063603	4.0	1.91829583405	2.0
C4595554	1.0	-0.0	1.0
C3265124	1.0	-0.0	1.0
C3566946	1.0	-0.0	1.0
JGI12661J13543	3.0	1.58496250072	3.0
Ga0138373	2.0	1.0	2.0
Ga0068830	5.0	2.23592635063	3.0
JGI25331J36430	6.0	2.58496250072	6.0
JGI1652J44930	22.0	4.43660543432	21.0
Ga0100465	6.0	2.58496250072	6.0
ANAMFRPR	9.0	3.16992500144	9.0
Ga0075298	24.0	4.58496250072	24.0
2209125120	1.0	-0.0	1.0
Ga0102947	24.0	4.20338667533	21.0
Ga0180082	3.0	1.58496250072	3.0
Ga0116214	11.0	3.37878349349	8.0
FACEMDE	34.0	5.08746284125	34.0
Ga0079231	18.0	3.93183845717	16.0
JGI26339J46600	8.0	3.0	8.0
Ga0105155	3.0	1.58496250072	3.0
Ga0105154	3.0	1.37095059445	2.0
Ga0105159	4.0	1.91829583405	2.0
Ga0105156	2.0	1.0	2.0
Ga0105163	4.0	2.0	4.0
Ga0105162	4.0	1.92192809489	3.0
Ga0058886	1.0	-0.0	1.0
Ga0007758	15.0	3.72192809489	12.0
Ga0007747	5.0	2.04643934467	3.0
JGI20199J14953	9.0	3.16992500144	9.0
soap12	18.0	4.14266435555	17.0
Ga0082206	7.0	2.80735492206	7.0
Ga0138271	1.0	-0.0	1.0
Ga0075292	39.0	5.27192809489	38.0
BDMC	3.0	1.58496250072	3.0
BDMC2	14.0	3.80735492206	14.0
Ga0075484	8.0	3.0	8.0
JGI25920J50251	21.0	4.28679019883	17.0
JGI20200J14955	5.0	2.32192809489	5.0
JGI20202J14951	7.0	2.75	6.0
JGI20201J14949	7.0	2.80735492206	7.0
C3736957	1.0	-0.0	1.0
C3699941	1.0	-0.0	1.0
ZC3D78	2.0	1.0	2.0
Ga0129302	3.0	1.58496250072	3.0
Ga0070767	25.0	3.69835658328	17.0
Ga0008835	6.0	2.41938194565	4.0
Ga0076930	6.0	2.44643934467	3.0
MAnammox	6.0	2.58496250072	6.0
Ga0008836	6.0	2.44643934467	3.0
Ga0065181	30.0	4.83970055869	28.0
Ga0074239	4.0	2.0	4.0
Ga0129332	15.0	3.74643934467	12.0
Ga0129331	21.0	4.2150610122	15.0
Ga0116155	17.0	3.61276232336	11.0
Ga0079080	14.0	3.77355726228	13.0
2001238278	1.0	-0.0	1.0
Ga0031667	12.0	3.58496250072	12.0
Ga0058711	2.0	1.0	2.0
Ga0100382	17.0	4.00182282562	11.0
Ga0102923	47.0	5.34012518129	33.0
SRS022536	12.0	3.5	8.0
C2796356	1.0	-0.0	1.0
C2796652	1.0	-0.0	1.0
C3252797	1.0	-0.0	1.0
C4995452	1.0	-0.0	1.0
C4999590	1.0	-0.0	1.0
SRS024289	4.0	2.0	4.0
C5169185	1.0	-0.0	1.0
SRS051941	6.0	2.52164063634	5.0
C4631158	1.0	-0.0	1.0
Ga0114954	12.0	3.46772010047	11.0
Ga0031685	5.0	2.32192809489	5.0
Ga0137438	6.0	2.58496250072	6.0
Ga0157600	2.0	1.0	2.0
Ga0157601	1.0	-0.0	1.0
Ga0157615	3.0	1.58496250072	3.0
Ga0066485	5.0	2.25162916739	4.0
Ga0157627	2.0	1.0	2.0
Ga0157606	3.0	1.58496250072	3.0
Ga0157602	2.0	1.0	2.0
Ga0157623	1.0	-0.0	1.0
Ga0180058	4.0	2.0	4.0
Ga0157625	2.0	1.0	2.0
Ga0157597	1.0	-0.0	1.0
Ga0058889	2.0	1.0	2.0
KU72	6.0	2.58496250072	6.0
2001259236	1.0	-0.0	1.0
Ga0074211	8.0	3.0	8.0
Ga0114902	9.0	3.08505510276	5.0
Ga0114908	9.0	3.0391486719	5.0
JGI24518J20066	15.0	3.90689059561	15.0
Ga0114905	11.0	3.00488616409	6.0
Ga0114903	12.0	3.52164063634	10.0
Ga0114904	11.0	3.32486295762	9.0
Ga0105228	4.0	1.92192809489	3.0
Ga0114912	9.0	2.47385138961	7.0
Ga0114910	7.0	2.27979913184	5.0
Ga0105227	5.0	2.25162916739	4.0
Ga0105230	3.0	1.58496250072	3.0
Ga0160503	11.0	3.45943161864	11.0
Ga0160490	6.0	2.52164063634	5.0
GBSCECS77c	5.0	2.18670434591	1.0
Ga0065718	6.0	2.30827083454	2.0
Ga0071330	8.0	2.87314067951	4.0
Ga0068666	1.0	-0.0	0.0
Ga0102853	18.0	3.96415347654	11.0
Ga0153974	12.0	3.58496250072	12.0
Ga0081245	8.0	3.0	8.0
Ga0066615	13.0	3.64022392894	11.0
Ga0056116	7.0	2.80735492206	7.0
JGI24142J45722	9.0	3.02716911844	8.0
LPfeb09P12500mDRAFT	11.0	2.93626002753	8.0
OV011	8.0	2.94770277922	7.0
JGI12074J15755	8.0	2.84643934467	7.0
Ga0079248	8.0	2.92192809489	6.0
Ga0082018	14.0	3.37711771981	10.0
Ga0031666	6.0	2.58496250072	6.0
JGI12176J15753	13.0	3.58989809546	12.0
Ga0137441	7.0	2.72192809489	4.0
C687J26609	4.0	1.84237099318	2.0
C687J26610	5.0	2.25162916739	4.0
JGI24118J20152	1.0	-0.0	1.0
JGI24108J20142	3.0	1.5	2.0
JGI24114J20149	1.0	-0.0	1.0
Ga0005513	4.0	2.0	4.0
Ga0114909	11.0	2.68307418943	7.0
Ga0114906	4.0	1.92192809489	3.0
Ga0105229	5.0	2.25162916739	4.0
Ga0105217	5.0	2.12808527889	4.0
Ga0105214	2.0	0.918295834054	1.0
Ga0114899	19.0	4.2018412323	17.0
GOS2240	6.0	2.52164063634	5.0
JGI12288J12849	9.0	3.095795255	7.0
TCCM	15.0	3.495236545	12.0
Ga0007745	5.0	2.25162916739	4.0
CLOFG	12.0	3.43162356585	7.0
Ga0114915	11.0	3.3232314288	8.0
Ga0066619	3.0	1.58496250072	3.0
Ga0075529	10.0	3.27761343682	9.0
Ga0100493	12.0	3.58496250072	12.0
BMHB2	17.0	3.64291924674	8.0
Ga0099887	8.0	3.0	8.0
Ga0070416	18.0	4.14266435555	17.0
Ga0099894	1.0	-0.0	1.0
Ga0099883	4.0	2.0	4.0
Ga0099886	6.0	2.58496250072	6.0
Ga0070403	8.0	3.0	8.0
Ga0099777	4.0	2.0	4.0
Ga0099928	9.0	3.08496250072	6.0
2227511575	1.0	-0.0	1.0
Ga0058693	19.0	3.64105629577	10.0
Ga0073925	19.0	4.14291467335	16.0
LPfeb09P26500mDRAFT	17.0	3.88684218813	13.0
LPfeb09P261000mDRAFT	17.0	3.70918917632	9.0
JGI26263J51726	15.0	3.59399176309	9.0
JGI26240J51127	18.0	3.97791687469	10.0
Ga0065701	14.0	3.68354236243	11.0
Ga0070410	9.0	3.16992500144	9.0
Ga0058902	2.0	1.0	2.0
Ga0031692	3.0	1.58496250072	3.0
RicEn	5.0	2.25162916739	4.0
ACOFGT	12.0	3.13772269602	9.0
GooDraft	7.0	2.75	6.0
XAGC	18.0	3.6373755204	14.0
Ga0068823	3.0	1.52192809489	1.0
Ga0068839	4.0	1.91829583405	2.0
Ga0068836	3.0	1.52192809489	1.0
Ga0079984	4.0	1.91829583405	2.0
Ga0079986	4.0	1.6644977792	3.0
Ga0068844	3.0	1.52192809489	1.0
Ga0068843	4.0	1.91829583405	2.0
Ga0068826	3.0	1.5	2.0
Ga0079985	5.0	2.25	2.0
Ga0068835	4.0	1.92192809489	3.0
Ga0068833	3.0	1.52192809489	1.0
Ga0068831	4.0	1.92192809489	3.0
Ga0068821	3.0	1.52192809489	1.0
Ga0068834	3.0	1.5	2.0
Ga0180090	3.0	1.5	2.0
Ga0116200	6.0	2.58496250072	6.0
Ga0066408	12.0	3.38158048831	9.0
Ga0066414	12.0	3.375	10.0
GOS2223	3.0	1.58496250072	3.0
GOS2229	13.0	3.625	10.0
Ga0066840	9.0	3.16992500144	9.0
Ga0066819	18.0	4.10660313706	15.0
Ga0116188	10.0	3.32192809489	10.0
Ga0116165	16.0	3.67531086891	13.0
JGI12211J15759	9.0	3.03063906223	4.0
LPjun08P12500mDRAFT	17.0	3.48688463251	12.0
2210062613	1.0	-0.0	1.0
Ga0137414	9.0	2.93120894891	7.0
JGI25129J35166	5.0	2.32192809489	5.0
JGI25133J35611	5.0	2.25162916739	4.0
JGI2065J20421	19.0	4.0194705708	16.0
JGI20225J14565	11.0	3.37878349349	8.0
YNP18	2.0	1.0	2.0
Ga0160486	7.0	2.72192809489	4.0
Ga0160499	6.0	2.52164063634	5.0
Ga0160482	13.0	3.61436944589	8.0
Ga0160498	4.0	1.92192809489	3.0
Ga0160477	6.0	2.58496250072	6.0
Ga0160485	5.0	2.25162916739	4.0
Ga0160484	4.0	1.92192809489	3.0
Ga0160497	9.0	3.12192809489	8.0
Ga0160491	7.0	2.64643934467	5.0
Ga0160500	6.0	2.40563906223	5.0
Ga0160487	6.0	2.52164063634	5.0
Ga0160479	8.0	2.84643934467	7.0
Ga0160489	7.0	2.725480557	5.0
Ga0160493	5.0	2.25162916739	4.0
Ga0160481	10.0	3.27761343682	9.0
APTFG	9.0	2.40926725225	8.0
Ga0160502	8.0	2.92192809489	6.0
Ga0160458	11.0	3.45943161864	11.0
Ga0160459	3.0	1.37095059445	2.0
Ga0116197	7.0	2.80735492206	7.0
Ga0031675	8.0	3.0	8.0
Ga0079247	6.0	2.5	4.0
Ga0100400	12.0	3.58496250072	12.0
Ga0100401	11.0	3.33467914105	10.0
Ga0100398	13.0	3.33209539866	10.0
Ga0100399	9.0	2.83523774531	7.0
GOS2239	8.0	3.0	8.0
Ga0116149	3.0	1.5	2.0
Ga0099768	5.0	2.32192809489	5.0
GOS2262	8.0	2.84643934467	7.0
Ga0100470	12.0	3.58496250072	12.0
JGI11871J12876	4.0	1.92192809489	3.0
Ga0114965	1.0	-0.0	1.0
2001271063	1.0	-0.0	1.0
JGI24512J20087	3.0	1.58496250072	3.0
JGI24508J20089	4.0	1.92192809489	3.0
Ga0066612	11.0	3.3232314288	8.0
Ga0031665	5.0	2.32192809489	5.0
JGI24514J20073	12.0	3.58496250072	12.0
Ga0031682	5.0	2.32192809489	5.0
GOS2220	8.0	2.94770277922	7.0
JGI12060J13090	3.0	1.58496250072	3.0
JGI12075J13256	5.0	2.32192809489	5.0
JGI11868J15758	3.0	1.58496250072	3.0
JGI11905J15746	8.0	2.85538854221	5.0
LPfeb10P16500mDRAFT	9.0	2.91099225302	5.0
JGI12126J13095	5.0	2.15563906223	3.0
LPaug09P26500mDRAFT	14.0	3.15398513311	8.0
JGI12192J12874	2.0	1.0	2.0
Ga0074281	3.0	1.58496250072	3.0
Ga0102692	2.0	1.0	2.0
Ga0137459	9.0	3.12192809489	8.0
Ga0100403	3.0	1.58496250072	3.0
MRS2a	13.0	3.28663737759	11.0
Ga0100478	8.0	2.94770277922	7.0
Ga0099923	8.0	2.92192809489	6.0
Ga0099885	4.0	2.0	4.0
Ga0099930	5.0	2.32192809489	5.0
Ga0114917	8.0	2.94770277922	7.0
Ga0134117	5.0	2.32192809489	5.0
GOS2244	6.0	2.58496250072	6.0
GOS2237	9.0	3.12192809489	8.0
FACENCE	20.0	4.29707932754	19.0
JGI11958J13698	7.0	2.62351664122	3.0
JGI20241J16302	3.0	1.58496250072	3.0
Ga0116145	8.0	2.73215889136	7.0
C6901187	1.0	-0.0	1.0
C2617265	1.0	-0.0	1.0
Ga0114951	2.0	1.0	2.0
Ga0153880	2.0	1.0	2.0
Ga0066487	5.0	2.25162916739	4.0
